N,P,K,temperature,humidity,ph,rainfall,season,soil_type,label
87.27,54.98,12.74,27.23,68.65,5.76,51.81,Kharif,Laterite,maize
18.12,6.32,38.86,29.44,90.67,5.72,196.91,Kharif,Laterite,coconut
18.98,44.69,16.94,28.45,59.17,7.99,62.41,Kharif,Desert,mothbeans
107.48,58.69,48.45,23.53,78.99,6.39,111.1,Zaid,Alluvial,banana
17.66,22.96,27.86,28.06,88.59,6.2,191.03,Kharif,Laterite,coconut
69.8,47.32,42.93,22.86,91.33,6.44,182.35,Kharif,Alluvial,rice
26.4,56.64,26.64,26.66,47.59,6.23,180.04,Kharif,Black,pigeonpeas
96.92,43.57,29.61,26.03,50.43,7.67,146.47,Kharif,Red,coffee
42.87,54.56,88.93,19.34,24.72,7.16,83.5,Rabi,Black,chickpea
11.81,26.71,33.22,28.25,97.49,5.51,170.87,Kharif,Desert,coconut
14.66,56.41,14.48,25.03,44.92,5.94,123.26,Kharif,Desert,pigeonpeas
52.77,94.14,53.39,34.81,89.07,6.79,132.67,Zaid,Laterite,papaya
113.09,24.27,42.5,32.8,87.63,6.15,28.83,Zaid,Laterite,muskmelon
36.04,59.52,20.97,29.93,85.41,6.0,47.09,Zaid,Laterite,mungbean
60.5,43.72,35.34,25.18,93.74,6.4,266.39,Kharif,Alluvial,rice
100.3,34.82,33.52,22.77,60.05,6.84,118.4,Kharif,Red,coffee
23.46,64.89,13.81,32.33,67.77,7.58,69.3,Kharif,Alluvial,blackgram
12.22,18.75,41.49,16.76,85.71,6.4,129.44,Zaid,Black,pomegranate
26.9,119.58,193.64,20.29,92.65,5.91,108.7,Rabi,Mountain,apple
86.66,13.08,66.97,29.66,76.65,5.73,48.97,Zaid,Alluvial,watermelon
38.76,72.17,51.81,20.0,18.18,7.96,99.44,Rabi,Black,chickpea
94.06,1.67,40.99,29.38,86.62,6.4,25.75,Zaid,Alluvial,watermelon
89.38,85.7,60.71,27.28,81.24,5.96,78.91,Zaid,Alluvial,banana
101.67,16.77,16.65,23.66,54.09,6.45,142.41,Kharif,Desert,coffee
112.81,19.13,25.53,21.74,65.3,6.7,173.04,Kharif,Red,coffee
28.33,62.13,28.57,16.16,22.63,5.52,123.85,Rabi,Mountain,kidneybeans
22.96,34.11,18.83,31.18,52.59,7.05,45.22,Kharif,Black,mothbeans
97.08,16.5,58.77,28.78,85.27,6.14,60.83,Zaid,Alluvial,watermelon
48.66,56.24,14.96,31.87,43.3,7.04,44.25,Kharif,Alluvial,blackgram
101.75,83.76,67.79,27.49,78.17,5.96,106.98,Zaid,Alluvial,banana
124.43,54.52,17.14,21.07,77.62,7.27,44.67,Kharif,Black,cotton
23.7,42.12,16.05,19.36,16.09,5.72,116.17,Rabi,Mountain,kidneybeans
71.88,35.8,14.25,28.24,65.31,6.4,82.59,Rabi,Red,maize
101.58,24.17,52.48,27.54,88.9,6.68,32.71,Zaid,Alluvial,muskmelon
17.48,11.66,12.2,20.06,86.27,6.91,82.87,Rabi,Black,orange
21.91,14.5,47.37,24.68,88.96,5.88,112.01,Zaid,Black,pomegranate
97.91,28.56,41.6,21.38,55.7,6.18,58.84,Kharif,Black,maize
115.36,9.25,51.61,28.78,87.55,6.07,17.59,Zaid,Alluvial,muskmelon
18.98,147.53,198.91,21.45,75.96,6.29,62.23,Rabi,Black,grapes
38.32,59.45,57.96,34.88,91.7,6.88,115.36,Zaid,Laterite,papaya
102.43,16.89,36.84,27.96,94.02,6.53,13.49,Zaid,Alluvial,muskmelon
21.85,12.41,6.37,20.73,92.71,7.27,105.02,Rabi,Black,orange
107.6,18.03,53.71,24.29,91.54,6.2,32.62,Zaid,Alluvial,muskmelon
98.96,41.31,24.66,20.64,73.09,7.03,159.13,Kharif,Alluvial,jute
27.61,141.94,199.83,20.73,89.1,5.86,73.72,Rabi,Black,grapes
82.47,60.45,35.09,26.91,85.28,6.41,152.75,Kharif,Alluvial,jute
77.69,64.55,37.35,27.78,77.42,6.31,218.65,Kharif,Laterite,jute
102.71,11.0,29.78,28.23,61.2,6.81,136.86,Kharif,Red,coffee
101.09,32.11,21.98,24.1,80.14,7.27,76.08,Kharif,Black,cotton
19.91,12.86,34.93,15.28,89.65,7.51,126.1,Zaid,Black,pomegranate
111.27,28.0,22.52,18.02,83.54,7.34,85.19,Kharif,Black,cotton
32.94,70.51,29.76,16.49,19.51,5.81,108.8,Rabi,Mountain,kidneybeans
23.96,21.83,19.31,25.24,91.76,6.55,118.59,Rabi,Black,orange
114.02,25.6,27.89,20.98,58.93,7.06,158.45,Kharif,Red,coffee
28.69,61.1,25.07,17.48,15.65,5.19,143.23,Rabi,Mountain,kidneybeans
31.43,135.68,210.0,18.85,83.39,6.0,82.78,Rabi,Black,grapes
25.7,128.53,189.43,26.31,79.26,6.19,88.99,Rabi,Black,grapes
33.37,65.76,60.28,18.47,24.31,7.31,79.61,Rabi,Black,chickpea
19.69,24.75,24.89,32.36,53.43,6.02,111.94,Zaid,Laterite,mango
10.14,25.35,35.74,19.83,85.5,6.59,159.2,Zaid,Black,pomegranate
42.67,55.43,43.75,27.59,89.56,6.42,112.0,Rabi,Mountain,papaya
22.52,75.2,19.8,19.36,18.42,5.62,99.85,Rabi,Mountain,kidneybeans
84.59,33.17,34.1,28.05,55.25,6.86,140.71,Kharif,Red,coffee
26.05,26.13,49.27,20.93,89.52,5.93,98.45,Zaid,Black,pomegranate
29.3,67.58,24.67,29.78,79.4,7.13,44.62,Zaid,Alluvial,mungbean
27.18,47.88,46.1,36.29,91.69,6.49,119.73,Zaid,Laterite,papaya
21.74,76.24,17.34,21.58,18.3,5.16,76.69,Rabi,Mountain,kidneybeans
19.13,60.28,18.96,27.02,53.46,6.94,41.67,Kharif,Black,mothbeans
20.66,15.44,25.96,27.36,96.51,5.85,158.43,Rabi,Laterite,coconut
25.54,78.73,18.58,24.68,64.82,7.25,28.34,Rabi,Alluvial,lentil
17.03,18.18,41.19,22.41,91.45,6.79,113.95,Zaid,Black,pomegranate
13.82,28.82,16.25,34.14,50.37,5.44,78.31,Zaid,Laterite,mango
15.55,54.46,7.44,19.95,69.54,7.58,54.22,Kharif,Alluvial,lentil
40.71,63.47,18.29,33.82,66.44,7.25,56.22,Kharif,Alluvial,blackgram
96.0,85.88,36.95,25.38,85.24,6.4,110.19,Zaid,Alluvial,banana
107.56,5.32,49.29,28.34,82.24,5.9,51.75,Zaid,Alluvial,watermelon
82.96,77.22,38.75,26.0,84.53,5.89,98.99,Kharif,Alluvial,banana
97.07,9.09,58.7,26.71,79.76,5.79,58.61,Zaid,Alluvial,watermelon
18.52,4.08,13.21,19.27,94.83,7.03,98.51,Rabi,Black,orange
80.09,52.53,18.93,27.34,48.19,7.77,63.22,Kharif,Black,maize
21.22,57.35,17.73,18.81,71.9,7.2,46.44,Rabi,Alluvial,lentil
103.21,70.28,51.6,25.73,76.17,6.29,74.25,Zaid,Alluvial,banana
24.12,72.02,31.06,16.05,17.83,5.91,98.46,Rabi,Mountain,kidneybeans
56.05,58.97,49.52,33.94,94.06,7.34,114.26,Rabi,Desert,papaya
24.53,54.28,24.97,30.91,83.61,7.52,54.68,Zaid,Alluvial,mungbean
22.65,14.9,20.05,28.27,95.39,5.76,167.72,Kharif,Laterite,coconut
101.43,38.69,26.78,18.79,82.05,6.95,104.38,Kharif,Black,cotton
13.61,18.55,39.22,26.63,86.78,6.32,104.87,Zaid,Black,pomegranate
55.9,58.15,51.13,29.68,89.02,7.12,111.14,Rabi,Laterite,papaya
96.37,64.23,7.7,24.07,76.68,5.46,92.86,Kharif,Black,maize
111.0,31.14,9.58,22.27,82.34,6.73,66.62,Kharif,Black,cotton
20.89,146.24,195.27,22.28,97.75,5.83,108.85,Rabi,Mountain,apple
27.02,125.8,191.28,27.14,74.98,5.38,56.34,Rabi,Black,grapes
121.29,21.3,32.27,27.54,57.38,6.72,124.28,Kharif,Red,coffee
103.49,22.79,25.76,28.34,59.63,6.62,129.7,Kharif,Black,coffee
90.5,25.34,48.62,25.14,82.02,6.21,54.78,Zaid,Alluvial,watermelon
75.83,58.38,31.58,24.86,82.75,6.8,171.26,Kharif,Alluvial,jute
36.17,71.12,14.2,29.6,71.13,7.31,71.25,Kharif,Alluvial,blackgram
14.87,24.32,43.82,36.81,66.91,5.67,99.21,Zaid,Alluvial,mango
132.11,38.89,14.67,18.52,83.97,6.88,92.79,Kharif,Black,cotton
87.52,56.58,42.57,25.94,88.86,6.29,217.63,Kharif,Alluvial,rice
28.21,26.97,21.16,21.47,89.57,6.25,154.89,Zaid,Black,orange
24.87,113.27,189.76,25.89,73.09,6.46,52.32,Zaid,Black,grapes
43.08,61.7,16.57,31.1,58.53,6.36,72.83,Kharif,Mountain,blackgram
25.34,35.17,10.37,24.04,80.39,7.32,75.0,Zaid,Alluvial,mungbean
108.39,10.55,55.17,23.48,89.07,6.35,35.01,Zaid,Mountain,watermelon
84.74,37.1,33.05,19.91,67.37,6.8,78.69,Kharif,Black,maize
13.48,78.47,13.33,16.54,69.3,6.8,40.44,Rabi,Alluvial,lentil
22.09,75.65,29.11,18.24,29.06,5.84,109.22,Rabi,Mountain,kidneybeans
24.22,126.58,202.05,27.0,94.58,5.8,73.39,Rabi,Black,grapes
68.37,52.73,31.98,29.15,89.03,6.9,194.77,Kharif,Alluvial,rice
20.6,18.88,14.28,24.33,96.08,7.01,101.36,Rabi,Red,orange
40.89,67.34,85.02,13.7,10.0,6.88,66.13,Rabi,Black,chickpea
16.48,116.31,196.87,22.78,89.25,5.53,71.54,Rabi,Black,grapes
108.3,21.61,49.97,25.94,93.58,6.48,35.06,Zaid,Alluvial,muskmelon
10.74,150.0,210.0,16.73,98.72,5.86,115.36,Rabi,Mountain,apple
27.61,49.72,6.59,19.27,61.46,6.9,56.34,Rabi,Alluvial,lentil
14.58,65.19,14.62,28.66,59.33,6.51,62.79,Kharif,Desert,mothbeans
26.33,51.61,25.81,29.08,40.11,7.86,55.63,Kharif,Red,mothbeans
62.9,61.76,28.1,15.26,66.01,6.81,52.08,Kharif,Black,maize
42.62,78.09,67.83,19.26,11.37,7.43,57.09,Rabi,Black,chickpea
15.21,22.02,36.07,13.06,90.79,5.56,130.27,Zaid,Black,pomegranate
93.91,19.85,47.68,18.3,88.74,5.86,44.93,Zaid,Alluvial,watermelon
20.48,21.22,13.72,19.97,94.12,7.15,84.39,Rabi,Black,orange
11.92,27.46,34.12,28.96,49.17,7.06,35.34,Kharif,Desert,mothbeans
63.1,53.79,7.74,27.13,68.33,6.84,81.94,Kharif,Black,maize
22.33,39.78,25.66,27.06,56.38,5.23,150.73,Rabi,Black,pigeonpeas
18.69,9.51,43.11,23.05,86.69,6.48,92.4,Zaid,Black,pomegranate
17.45,63.8,20.15,25.64,34.86,6.35,177.1,Kharif,Alluvial,pigeonpeas
23.53,150.0,168.32,25.31,82.4,6.11,57.54,Rabi,Black,grapes
26.83,47.7,24.76,31.11,47.71,7.15,54.97,Kharif,Desert,mothbeans
19.81,68.89,15.63,18.03,21.63,5.41,130.34,Rabi,Alluvial,kidneybeans
24.94,61.66,29.78,28.79,59.38,7.5,32.57,Rabi,Desert,mothbeans
68.67,41.48,26.95,23.57,80.64,6.83,158.15,Kharif,Alluvial,jute
25.09,147.93,209.78,18.13,88.61,6.59,150.88,Zaid,Mountain,apple
112.74,50.03,22.33,23.74,72.5,7.59,72.61,Kharif,Black,cotton
19.5,70.16,22.8,19.3,81.84,6.42,54.05,Rabi,Alluvial,lentil
110.3,38.68,31.15,29.49,57.02,6.86,166.6,Kharif,Red,coffee
83.15,106.55,55.3,27.91,74.71,6.25,102.67,Zaid,Alluvial,banana
31.22,132.38,198.81,26.01,75.06,6.3,64.26,Rabi,Black,grapes
21.44,59.23,18.39,32.5,87.87,6.88,50.28,Zaid,Alluvial,mungbean
51.17,66.6,60.04,32.25,95.52,7.17,137.88,Zaid,Laterite,papaya
61.49,40.89,15.31,22.21,58.93,6.32,69.45,Kharif,Black,maize
99.22,18.96,29.64,23.83,54.24,6.93,114.48,Rabi,Red,coffee
119.93,17.56,47.09,25.44,82.19,6.1,57.35,Zaid,Red,watermelon
23.42,69.02,23.25,23.64,56.78,5.56,170.42,Kharif,Black,pigeonpeas
30.85,76.84,29.38,30.46,77.87,6.48,81.99,Kharif,Alluvial,blackgram
27.85,42.07,10.36,25.41,91.14,6.22,45.55,Zaid,Alluvial,mungbean
28.89,68.25,73.05,23.31,10.0,6.22,81.09,Rabi,Black,chickpea
19.43,61.45,14.16,30.34,46.61,5.64,144.05,Kharif,Black,pigeonpeas
72.8,67.98,27.32,21.01,90.27,5.85,192.21,Kharif,Alluvial,rice
80.54,24.25,36.57,21.77,54.71,7.04,131.68,Kharif,Red,coffee
93.17,29.77,41.87,19.68,58.23,6.79,140.3,Kharif,Black,coffee
87.53,49.2,11.77,17.89,51.85,5.86,123.81,Kharif,Black,maize
18.71,19.81,15.26,24.68,93.74,7.8,107.29,Rabi,Black,orange
95.6,15.92,56.87,29.1,92.87,6.72,10.0,Rabi,Alluvial,muskmelon
17.87,150.0,182.3,23.02,90.45,6.46,123.61,Rabi,Mountain,apple
35.25,59.59,48.96,28.18,92.13,5.9,161.41,Zaid,Laterite,papaya
33.38,83.48,17.65,32.0,61.37,7.06,102.13,Kharif,Alluvial,blackgram
92.24,18.86,48.59,28.16,83.81,6.37,41.57,Zaid,Alluvial,watermelon
46.84,72.68,96.03,18.92,14.66,7.49,75.77,Rabi,Black,chickpea
27.53,10.49,14.35,25.2,93.29,6.51,115.45,Rabi,Black,orange
26.22,15.48,39.97,19.28,90.43,7.04,118.79,Zaid,Alluvial,pomegranate
51.56,58.87,51.24,34.7,90.76,6.45,164.52,Zaid,Laterite,papaya
6.98,120.45,210.0,18.62,92.04,5.74,115.77,Rabi,Mountain,apple
28.21,66.26,19.01,18.12,24.78,5.43,66.87,Rabi,Mountain,kidneybeans
25.19,73.35,13.3,12.88,13.23,5.59,119.85,Rabi,Mountain,kidneybeans
82.66,9.69,48.69,24.83,84.73,6.48,40.21,Zaid,Alluvial,watermelon
79.74,55.73,36.9,24.42,93.11,7.13,203.75,Kharif,Alluvial,jute
19.74,36.11,26.71,28.86,58.8,6.49,134.26,Zaid,Mountain,mango
31.02,20.34,39.36,18.44,85.3,6.79,124.21,Zaid,Desert,pomegranate
31.1,73.44,13.68,34.55,67.94,6.93,77.72,Kharif,Alluvial,blackgram
138.74,44.87,16.3,30.78,83.61,7.0,107.27,Kharif,Black,cotton
13.6,56.97,20.72,16.8,29.5,6.13,89.78,Rabi,Mountain,kidneybeans
17.53,12.18,38.06,26.06,97.95,5.62,210.96,Kharif,Mountain,coconut
84.52,30.41,33.37,24.56,77.77,5.79,273.47,Kharif,Red,rice
24.1,82.95,17.29,13.08,67.3,6.32,50.34,Rabi,Alluvial,lentil
87.29,44.06,16.71,17.22,51.71,6.31,111.88,Kharif,Black,maize
51.68,46.36,72.82,19.69,25.01,7.49,84.61,Rabi,Black,chickpea
112.43,4.21,41.04,29.9,90.49,6.24,25.86,Zaid,Alluvial,muskmelon
22.34,11.12,6.13,22.67,89.92,7.17,66.78,Rabi,Black,orange
12.58,17.45,59.73,16.95,88.28,5.34,105.33,Zaid,Black,pomegranate
34.59,67.41,66.95,15.74,19.4,6.73,88.33,Rabi,Black,chickpea
13.2,79.82,15.76,13.3,56.94,7.04,49.08,Rabi,Alluvial,lentil
62.11,52.78,25.92,21.99,67.53,7.05,63.57,Kharif,Black,maize
29.07,64.36,26.02,15.37,25.81,5.79,99.51,Rabi,Mountain,kidneybeans
24.36,16.86,38.69,28.34,89.86,5.58,209.13,Kharif,Laterite,coconut
84.14,17.1,46.89,28.31,93.59,6.19,21.19,Zaid,Alluvial,muskmelon
88.38,12.36,33.83,25.51,84.2,6.02,52.33,Zaid,Alluvial,watermelon
21.02,60.3,25.9,23.8,57.7,6.7,51.24,Kharif,Desert,mothbeans
62.13,53.87,25.45,22.02,55.98,6.08,70.35,Kharif,Black,maize
89.79,52.25,12.26,22.81,64.97,5.72,122.58,Kharif,Black,maize
24.88,37.41,14.49,28.88,52.55,7.44,61.86,Kharif,Desert,mothbeans
45.78,56.65,106.88,20.38,21.42,7.54,99.29,Rabi,Black,chickpea
39.09,93.85,23.84,25.8,86.11,6.94,75.78,Kharif,Alluvial,blackgram
84.53,40.42,38.05,23.5,76.9,6.22,172.13,Kharif,Alluvial,jute
48.1,59.35,51.04,35.75,93.23,5.53,109.18,Kharif,Black,papaya
22.89,59.23,24.16,16.71,10.77,5.75,107.16,Rabi,Laterite,kidneybeans
104.84,3.27,54.01,30.22,96.35,5.91,16.86,Zaid,Alluvial,muskmelon
12.03,14.62,2.1,23.04,88.18,8.08,66.48,Rabi,Black,orange
34.72,59.25,24.71,23.77,78.12,6.98,81.07,Kharif,Alluvial,blackgram
23.76,62.85,25.87,16.21,71.83,6.23,30.87,Rabi,Alluvial,lentil
80.42,42.02,33.13,24.0,68.37,6.52,54.65,Kharif,Black,maize
22.36,44.07,14.77,25.33,54.55,6.44,72.02,Kharif,Desert,mothbeans
22.35,13.12,40.76,19.03,85.01,5.81,107.06,Rabi,Black,pomegranate
19.4,30.2,22.05,23.11,49.77,7.05,61.87,Kharif,Black,mothbeans
104.35,8.85,49.26,27.9,81.38,6.62,56.52,Zaid,Alluvial,watermelon
106.25,17.37,53.22,21.39,87.54,5.99,61.54,Zaid,Black,watermelon
16.46,58.79,32.02,28.86,85.7,6.48,54.35,Zaid,Desert,mungbean
77.57,42.71,43.89,21.2,87.46,7.59,277.75,Kharif,Black,rice
102.78,30.71,40.2,31.07,89.02,6.15,31.31,Zaid,Alluvial,muskmelon
14.02,84.96,24.78,29.54,35.01,5.86,147.99,Kharif,Black,pigeonpeas
80.38,68.41,50.71,25.29,84.1,5.72,188.09,Kharif,Alluvial,rice
95.55,38.02,25.5,24.2,52.13,6.52,162.95,Kharif,Red,coffee
18.46,33.73,20.81,27.22,46.05,6.86,51.55,Kharif,Desert,mothbeans
38.76,75.41,76.66,20.9,10.0,7.23,76.58,Rabi,Black,chickpea
99.53,85.26,59.0,27.26,77.03,6.32,87.2,Zaid,Alluvial,banana
11.97,52.19,19.6,32.36,47.13,6.65,36.73,Kharif,Desert,mothbeans
41.32,67.61,82.08,19.73,14.88,8.04,42.98,Rabi,Black,chickpea
25.73,76.06,24.85,19.03,53.68,7.29,41.76,Rabi,Black,lentil
84.34,10.45,47.39,24.08,86.85,6.46,59.6,Zaid,Alluvial,watermelon
20.96,29.91,27.29,33.79,52.11,5.06,121.75,Zaid,Alluvial,mango
48.22,41.55,40.98,23.12,70.92,7.12,158.91,Kharif,Alluvial,jute
40.26,72.94,58.87,34.91,95.81,6.9,133.39,Zaid,Laterite,papaya
14.62,77.42,17.62,22.51,68.21,7.06,52.13,Rabi,Alluvial,lentil
42.72,55.55,48.57,34.2,93.7,7.38,145.7,Zaid,Mountain,papaya
69.16,22.2,48.11,23.63,88.06,6.33,52.18,Zaid,Alluvial,watermelon
35.98,70.16,83.53,18.3,12.08,6.95,56.68,Rabi,Black,chickpea
23.22,51.06,35.73,21.72,84.73,5.92,46.59,Zaid,Alluvial,mungbean
91.61,18.36,61.36,28.81,87.18,6.6,15.7,Zaid,Alluvial,muskmelon
18.53,62.16,12.46,19.76,13.93,5.18,126.28,Rabi,Mountain,kidneybeans
15.84,57.41,12.41,29.44,80.64,6.62,44.53,Zaid,Alluvial,mungbean
48.73,77.53,50.51,33.32,94.42,6.7,159.36,Zaid,Laterite,papaya
25.58,58.85,24.73,21.3,47.25,5.39,176.1,Kharif,Black,pigeonpeas
25.51,54.54,25.83,27.96,48.2,6.02,62.29,Kharif,Laterite,mothbeans
117.81,26.69,20.72,23.13,57.74,6.5,118.62,Kharif,Red,coffee
27.0,46.18,13.42,33.38,80.6,6.12,29.81,Zaid,Laterite,mungbean
110.56,24.79,41.3,20.84,84.97,5.64,64.77,Zaid,Alluvial,watermelon
27.12,126.03,162.61,25.98,74.42,5.58,80.32,Rabi,Black,grapes
46.34,65.36,60.59,20.34,12.22,6.75,87.73,Zaid,Black,chickpea
107.95,26.77,44.43,27.31,85.11,6.68,69.52,Zaid,Alluvial,watermelon
15.96,33.25,28.28,31.42,37.8,5.63,77.79,Zaid,Laterite,mango
10.6,16.48,16.07,23.3,96.1,7.16,92.05,Rabi,Black,orange
22.39,10.7,11.9,18.38,91.94,6.76,104.67,Rabi,Black,orange
90.3,21.6,17.11,29.3,88.07,5.76,194.72,Kharif,Alluvial,rice
93.58,38.96,43.04,25.77,82.12,6.64,287.49,Kharif,Alluvial,rice
20.92,122.33,210.0,21.73,91.17,5.72,85.39,Rabi,Red,grapes
91.03,30.04,30.49,25.78,62.39,5.71,116.23,Kharif,Black,maize
21.81,46.81,13.5,29.07,53.18,7.08,52.9,Kharif,Desert,mothbeans
17.52,61.62,25.37,16.9,68.32,6.6,39.65,Rabi,Alluvial,lentil
117.01,51.6,25.73,22.99,79.18,6.57,50.09,Kharif,Black,cotton
69.81,36.01,30.9,22.28,86.22,6.15,321.92,Kharif,Alluvial,rice
25.59,150.0,210.0,17.97,94.56,5.63,100.35,Rabi,Mountain,apple
24.99,13.58,16.06,18.9,91.63,6.8,131.12,Rabi,Black,orange
16.25,133.14,210.0,27.02,80.8,6.45,87.33,Rabi,Black,grapes
20.52,43.06,19.98,26.0,60.85,5.35,140.02,Kharif,Mountain,pigeonpeas
25.65,24.54,34.46,24.17,95.0,6.77,118.06,Kharif,Laterite,coconut
99.75,38.71,17.28,20.65,63.01,7.32,153.0,Kharif,Red,coffee
18.77,13.95,8.63,23.72,93.1,7.28,140.53,Rabi,Black,orange
14.41,17.6,8.88,26.19,94.34,6.5,98.79,Rabi,Black,orange
28.1,55.22,30.0,22.57,24.68,6.41,63.58,Rabi,Mountain,kidneybeans
128.34,34.44,19.1,25.48,87.58,7.04,66.33,Kharif,Black,cotton
110.59,19.95,40.98,32.35,77.98,6.88,55.18,Zaid,Alluvial,watermelon
85.48,84.27,34.3,25.37,80.38,5.69,111.54,Zaid,Alluvial,banana
101.79,73.25,45.59,27.87,80.99,6.48,99.48,Rabi,Alluvial,banana
94.83,27.64,40.88,26.69,87.25,6.45,20.01,Zaid,Alluvial,muskmelon
33.36,20.34,10.94,21.46,91.26,7.47,100.19,Rabi,Alluvial,orange
32.2,126.07,193.22,28.6,79.67,6.47,76.37,Rabi,Black,grapes
24.05,45.98,25.8,27.9,95.19,6.59,51.98,Kharif,Alluvial,mungbean
15.92,79.5,24.68,17.88,18.91,4.89,78.23,Rabi,Mountain,kidneybeans
17.43,150.0,159.23,29.84,80.83,6.02,68.47,Rabi,Black,grapes
48.14,48.03,51.67,28.12,77.0,7.41,307.99,Kharif,Alluvial,rice
81.93,68.89,58.43,29.09,86.14,6.21,247.68,Kharif,Alluvial,rice
44.13,54.67,35.48,33.58,94.68,6.62,155.43,Zaid,Laterite,papaya
32.69,33.35,27.89,27.98,54.43,8.18,41.1,Rabi,Black,mothbeans
43.5,61.08,26.45,31.3,55.81,7.13,68.8,Kharif,Alluvial,blackgram
91.36,42.25,16.98,20.45,88.83,7.02,220.04,Kharif,Alluvial,rice
29.72,61.29,20.09,30.97,83.88,6.5,41.81,Zaid,Alluvial,mungbean
13.59,78.65,24.02,17.12,18.65,5.96,87.32,Rabi,Red,kidneybeans
45.05,65.51,23.04,27.35,59.68,6.8,77.13,Kharif,Alluvial,blackgram
30.49,42.93,23.07,29.86,88.68,6.72,64.43,Zaid,Alluvial,mungbean
88.96,40.21,38.14,21.68,76.02,6.61,284.25,Kharif,Alluvial,rice
12.84,51.38,22.72,16.9,63.21,6.4,55.55,Zaid,Alluvial,lentil
88.5,99.95,62.78,24.0,85.17,5.74,67.67,Zaid,Alluvial,banana
32.46,75.1,18.7,20.58,23.33,5.9,109.43,Rabi,Mountain,kidneybeans
108.67,54.24,48.13,20.95,78.81,5.87,198.84,Kharif,Alluvial,rice
66.58,58.35,41.31,33.1,94.21,6.91,145.91,Zaid,Laterite,papaya
69.62,51.77,32.52,22.74,60.56,7.24,48.8,Kharif,Black,maize
18.15,43.62,11.8,15.11,17.88,5.66,37.41,Kharif,Mountain,kidneybeans
87.71,67.73,54.42,27.53,79.24,6.32,129.65,Zaid,Alluvial,banana
32.8,74.66,76.06,20.81,13.28,7.22,75.82,Rabi,Black,chickpea
41.86,66.06,75.85,23.19,31.44,7.52,54.41,Rabi,Black,chickpea
21.09,27.02,20.27,29.49,64.31,5.03,81.19,Zaid,Laterite,mango
89.22,17.88,47.02,24.74,91.54,6.57,29.19,Zaid,Alluvial,muskmelon
95.54,12.05,39.56,26.02,88.13,6.8,48.52,Zaid,Alluvial,watermelon
38.13,83.08,27.12,33.04,76.55,7.22,70.58,Kharif,Alluvial,blackgram
87.53,84.45,55.63,26.55,71.23,6.4,119.94,Zaid,Alluvial,banana
100.63,39.95,39.1,24.07,72.33,7.06,131.28,Kharif,Alluvial,jute
100.44,24.49,34.27,27.22,70.43,6.57,181.31,Kharif,Red,coffee
19.56,21.59,33.94,28.91,91.57,5.58,175.51,Kharif,Laterite,coconut
120.29,47.14,20.38,23.5,77.01,7.08,82.46,Kharif,Black,cotton
34.64,64.55,16.48,33.0,49.71,7.14,41.41,Kharif,Desert,mothbeans
33.13,80.51,76.72,16.67,19.64,7.06,95.55,Kharif,Black,chickpea
17.54,39.62,9.7,23.89,83.94,7.27,51.97,Zaid,Alluvial,mungbean
36.12,74.51,65.98,27.99,91.29,7.07,133.04,Zaid,Black,papaya
27.61,42.5,23.66,29.48,53.36,6.94,30.69,Kharif,Mountain,mothbeans
116.23,48.77,25.22,29.17,87.11,6.51,102.6,Kharif,Black,cotton
24.24,57.84,21.26,28.6,84.95,6.49,63.27,Kharif,Alluvial,mungbean
80.09,27.36,49.61,24.26,88.57,6.54,21.87,Zaid,Alluvial,muskmelon
108.08,68.26,64.37,26.38,80.34,5.88,82.94,Zaid,Alluvial,banana
14.43,147.36,187.35,20.35,89.91,6.51,130.42,Rabi,Mountain,apple
69.14,39.67,45.28,25.62,92.22,7.01,267.32,Kharif,Alluvial,rice
102.51,15.52,47.12,24.95,88.93,6.35,13.41,Zaid,Alluvial,muskmelon
58.92,50.01,29.58,28.83,80.69,6.27,246.5,Kharif,Alluvial,rice
18.26,48.1,20.78,30.72,85.47,6.74,67.75,Zaid,Alluvial,mungbean
85.34,18.43,57.94,23.13,78.17,6.54,48.09,Zaid,Alluvial,watermelon
123.36,60.35,21.56,26.12,82.84,6.23,79.68,Kharif,Black,cotton
40.02,34.58,85.59,23.03,17.98,6.64,58.96,Rabi,Black,chickpea
81.53,29.62,55.91,27.54,80.69,6.53,49.02,Zaid,Alluvial,watermelon
31.98,50.15,7.61,22.62,26.53,6.59,105.27,Rabi,Mountain,kidneybeans
78.2,4.22,55.0,19.76,87.03,6.3,61.27,Zaid,Red,watermelon
22.73,27.43,29.95,30.91,98.46,5.72,124.77,Kharif,Laterite,coconut
28.92,79.03,26.3,17.7,67.23,6.95,11.07,Rabi,Alluvial,lentil
18.82,137.56,184.4,23.34,81.51,5.9,46.57,Rabi,Black,grapes
15.73,16.83,11.48,20.24,96.35,6.55,115.23,Rabi,Black,orange
80.95,55.09,19.28,28.76,59.59,7.2,84.0,Kharif,Black,maize
51.55,50.99,38.32,25.86,79.64,6.31,211.12,Kharif,Mountain,rice
83.7,48.48,14.5,22.48,56.72,6.21,96.21,Kharif,Black,maize
28.75,66.0,61.94,21.28,16.41,6.57,68.82,Rabi,Black,chickpea
87.28,24.37,63.42,21.69,90.06,5.79,252.41,Kharif,Red,rice
20.45,44.45,22.49,26.98,59.94,6.33,67.36,Rabi,Desert,mothbeans
87.18,48.34,50.38,23.47,80.65,5.71,212.23,Kharif,Alluvial,rice
